"id";"Город дистрибьютора";"Торг_точка_грязная";"Торг_точка_грязная_адрес";"outlet_clean_id"
2345;"Ростов-на-Дону";"ЗЕЙНАЛЯН А.Х.";"-";0
2346;"Ростов-на-Дону";"ЗЕЙНАЛЯН А.Х.";"г.Ростов/Дон Всесоюзная,134/1";0
2347;"Ростов-на-Дону";"ЗЕЛЁНЫЙ ООО";"г.Ростов-на-Дону ул. Возрождения 21";0
2348;"Ростов-на-Дону";"ЗЕЛЁНЫЙ ООО";"г.Ростов-на-Дону, ул. Возрождения, 21";0
2349;"Ростов-на-Дону";"ЗЕЛЁНЫЙ ООО /бонус";"-";0
2350;"Ростов-на-Дону";"ЗОЛОТОЙ ЛУЧ ООО \Орбитальная";"г.Ростов-на-Дону, ул. Орбитальная 70/3";0
2351;"Ростов-на-Дону";"ЗОЛОТОЙ ЛУЧ ООО бонус\Киргиз";"-";0
2352;"Ростов-на-Дону";"ЗОЛОТОЙ ЛУЧ ООО бонус\Штах";"-";0
2353;"Ростов-на-Дону";"ЗОЛОТОЙ ЛУЧ ООО Орбит";"-";0
2354;"Ростов-на-Дону";"ЗОЛОТОЙ ЛУЧ ООО \Орбитальная";"-";0
2355;"Ростов-на-Дону";"ЗОЛОТОЙ ЛУЧ ООО/Киргизская";"г Ростов-на-Дону ул Киргизская 33/34";0
2356;"Ростов-на-Дону";"ЗОЛОТОЙ ЛУЧ ООО/Киргизская";"г. Ростов-на-Дону ул. Киргизская 33/34";0
2357;"Ростов-на-Дону";"ЗОЛОТОЙ ЛУЧ ООО/Киргизская";"г. Ростов-на-Дону, ул. Киргизская, 33/34";0
2358;"Ростов-на-Дону";"ЗОЛОТОЙ ЛУЧ ООО\Штах";"-";0
2359;"Ростов-на-Дону";"ЗУБАИЛОВ Р.Р. ИП";"-";0
2360;"Ростов-на-Дону";"ЗУБЕНКО ИРИНА офис";"-";0
2361;"Ростов-на-Дону";"ЗУБКОВ А.Н. завгар";"-";0
2362;"Ростов-на-Дону";"ЗУБКОВ А.Н. завгар";"б/а";0
2363;"Ростов-на-Дону";"ЗУБКОВ А.Н. завгар";"б/а";0
2364;"Ростов-на-Дону";"ИВА ООО";"-";0
2365;"Ростов-на-Дону";"ИВАНОВА ИП";"-";0
2366;"Ростов-на-Дону";"ИВАНОВА В. А. ИП \Беломорский\";"-";0
2367;"Ростов-на-Дону";"ИВАНОВА И. Л. ИП \Батайск\";"-";0
2368;"Ростов-на-Дону";"ИВАНОВА И.Л. ИП \Щербакова";"-";0
2369;"Ростов-на-Дону";"ИВАНОВА ИП/ бонус Батайск";"-";0
2370;"Ростов-на-Дону";"ИВАНОВА О.В. ИП";"-";0
2371;"Ростов-на-Дону";"ИВАНОВА С В ИП \Новоросс Берюзова\";"г Новороссийск ул Берюзова 3";0
2372;"Ростов-на-Дону";"ИВАНОВА С. В. ИП \Новоросс, Берюзова\";"-";0
2373;"Ростов-на-Дону";"ИВАНОВА С. В. ИП \Новоросс, Берюзова\";"г.Новороссийск, ул. Берюзова, 3";0
2374;"Ростов-на-Дону";"ИВАНОВА Т. А. ИП/ бонус Мартыновка";"-";0
2375;"Ростов-на-Дону";"ИВАНОВА Т.А. ИП";"-";0
2376;"Ростов-на-Дону";"ИВАЩЕНКО";"-";0
2377;"Ростов-на-Дону";"ИВНИЦКАЯ Л.В. ИП";"-";0
2378;"Ростов-на-Дону";"ИВЧЕНКО В В ИП";"РО с Кулешовка ул Пролетарская 35/37";0
2379;"Ростов-на-Дону";"ИВЧЕНКО В.В. ИП";"-";0
2380;"Ростов-на-Дону";"ИВЧЕНКО В.В. ИП";"РО с.Кулешовка ул.Пролетарская 35/37";0
2381;"Ростов-на-Дону";"ИГИШЕВ ИП";"-";0
2382;"Ростов-на-Дону";"ИГНАТЕНКО О.А. ИП";"г.Азов пер.Некрасова 30";0
2383;"Ростов-на-Дону";"ИГНАТЕНКО О.П. ИП\Береговая";"Каневской р-он, ст.Новоминская ул.Береговая 134";0
2384;"Ростов-на-Дону";"ИГНАТЕНКО О.П. ИП\Черноморская";"Каневской р-н, ст.Новоминская ул.Черноморская 47 Б м-н""Ирсана""";0
2385;"Ростов-на-Дону";"ИГНАТЕНКО О.А.";"-";0
2386;"Ростов-на-Дону";"ИГНАТЕНКО О.А. ИП";"-";0
2387;"Ростов-на-Дону";"ИГУМЕНОВ А.П.";"-";0
2388;"Ростов-на-Дону";"ИГУМЕНОВ А.П.";"г.Азов ул.Чехова 20 ""Золой Колос""";0
2389;"Ростов-на-Дону";"ИДЕАЛ-АЛКО ООО";"-";0
2390;"Ростов-на-Дону";"ИДЕАЛ ООО\40 лет Победы 95\6";"-";0
2391;"Ростов-на-Дону";"ИДЕАЛ ООО\40 лет Победы 95\6";"г.Ростов-на-Дону пр.40-летия Победы 95/6";0
2392;"Ростов-на-Дону";"ИЗОБИЛИЕ ООО бонус\Коммунаров";"-";0
2393;"Ростов-на-Дону";"ИЗОБИЛИЕ ООО\Буйнакская";"-";0
2394;"Ростов-на-Дону";"ИЗОБИЛИЕ ООО\Буйнакская";"г.Ростов-на-Дону ул.Буйнакская 32";0
2395;"Ростов-на-Дону";"ИЗОБИЛИЕ ООО\Буйнакская";"г.Ростов-на-Дону, ул.Буйнакская, 32";0
2396;"Ростов-на-Дону";"ИЗОБИЛИЕ ООО\Буйнакская /бонус";"-";0
2397;"Ростов-на-Дону";"ИЗОБИЛИЕ ООО\Вяземцева";"г.Ростов-на-Дону ул.Вяземцева 58";0
2398;"Ростов-на-Дону";"ИЗОБИЛИЕ ООО\Комунаров";"-";0
2399;"Ростов-на-Дону";"ИЗОБИЛИЕ ООО\Комунаров";"г Ростов-на-Дону ул Комунаров 33 г";0
2400;"Ростов-на-Дону";"ИЗОБИЛИЕ ООО\Комунаров";"г.Ростов-на-Дону ул.Комунаров 33 г";0
2401;"Ростов-на-Дону";"ИЗОБИЛИЕ ООО\Комунаров";"г.Ростов-на-Дону, ул.Комунаров 33 г";0
2402;"Ростов-на-Дону";"ИЗУМРУД ООО";"-";0
2403;"Ростов-на-Дону";"ИЗЮМИНКА ООО";"-";0
2404;"Ростов-на-Дону";"ИЗЮМИНКА ООО";"г.Батайск ул.Воровского 8";0
2405;"Ростов-на-Дону";"ИЗЮМИНКА ООО";"-";0
2406;"Ростов-на-Дону";"ИЗЮМИНКА ООО";"г Батайск ул Воровского 8";0
2407;"Ростов-на-Дону";"ИЗЮМИНКА ООО";"г.Батайск ул.Воровского 8";0
2408;"Ростов-на-Дону";"ИЛЬНА ООО";"г.Ростов/Дон ул.Ерёменко 87/2";0
2409;"Ростов-на-Дону";"ИЛЬНА ООО";"-";0
2410;"Ростов-на-Дону";"ИЛЬНА ООО \Краснодарская";"-";0
2411;"Ростов-на-Дону";"ИЛЬНА ООО \Краснодарская";"г.Ростов/Дон ул.1-я Краснодарская 19а";0
2412;"Ростов-на-Дону";"ИЛЬНА ООО \Краснодарская";"г Ростов/Дон ул 1-я Краснодарская 19а";0
2413;"Ростов-на-Дону";"ИЛЬНА ООО \Краснодарская";"г.Ростов/Дон ул.1-я Краснодарская 19а";0
2414;"Ростов-на-Дону";"ИЛЬНА ООО \Краснодарская\бонус";"-";0
2415;"Ростов-на-Дону";"ИМПЕРИАЛ ООО маг.№2";"-";0
2416;"Ростов-на-Дону";"ИМПЕРИАЛ ООО";"-";0
2417;"Ростов-на-Дону";"ИМПЕРИАЛ ООО маг.№2";"г.Батайск ул.Речная 2-я , 5 А";0
2418;"Ростов-на-Дону";"ИМПЕРИАЛ ООО маг №2";"г Батайск ул Речная 2-я 5 А";0
2419;"Ростов-на-Дону";"ИМПЕРИАЛ ООО маг.№2";"г.Батайск ул.Речная 2-я 5 А";0
2420;"Ростов-на-Дону";"ИМПЕРИАЛ ООО";"г Батайск ул Энгельса 35";0
2421;"Ростов-на-Дону";"ИМПЕРИАЛ ООО";"г.Батайск ул. Энгельса 35";0
2422;"Ростов-на-Дону";"ИМПЕРИАЛ ООО";"г.Батайск, ул. Энгельса,35";0
2423;"Ростов-на-Дону";"ИМПЕРИАЛ ООО/Бонус 2 Батайск";"-";0
2424;"Ростов-на-Дону";"ИМПЕРИЯ ВКУСА ООО";"г Ростов-на-Дону ул Волкова 25";0
2425;"Ростов-на-Дону";"ИМПЕРИЯ ВКУСА ООО";"г.Ростов-на-Дону ул. Волкова 25";0
2426;"Ростов-на-Дону";"ИМПЕРИЯ ВКУСА ООО";"г.Ростов-на-Дону, ул. Волкова, 25";0
2427;"Ростов-на-Дону";"ИМПЕРИЯ ВКУСА ООО";"г.Ростов-на-Дону, ул. Волкова, 25";0
2428;"Ростов-на-Дону";"Империя вкуса ООО";"-";0
2429;"Ростов-на-Дону";"ИМПЕРИЯ СИТИ ООО";"-";0
2430;"Ростов-на-Дону";"ИНКОТРЕЙД ООО";"360000, КБР, г Нальчик, ул Кирова 320";0
2431;"Ростов-на-Дону";"ИОВУ И. И. ИП";"-";0
2432;"Ростов-на-Дону";"БОЛДЫРЕВ Ю.Д.";"-";0
2433;"Ростов-на-Дону";"БОЛДЫРЕВ Ю.Д.";"Р/Д ул. Немировича-Данченко 78/6";0
2434;"Ростов-на-Дону";"БУГАЕНКО Т.В.";"-";0
2435;"Ростов-на-Дону";"БУГАЕНКО Т.В.";"с.Пешково ул.К.Маркса 35А";0
2436;"Ростов-на-Дону";"ВЕТРОВА О. С. ИП \ Советская";"-";0
2437;"Ростов-на-Дону";"ГЛУЩЕНКО И.Н.";"-";0
2438;"Ростов-на-Дону";"ДУБРОВИНА Г. В. ИП";"-";0
2439;"Ростов-на-Дону";"ЗАГОРУЛЬКО ИП";"-";0
2440;"Ростов-на-Дону";"КРИШТАЛЕВА А.Г. ИП";"-";0
2441;"Ростов-на-Дону";"КРИШТАЛЁВА А.Г. ИП \Портовая";"-";0
2442;"Ростов-на-Дону";"КУДРЯВЦЕВА М.В. ИП\Каменск-Шахтинский";"-";0
2443;"Ростов-на-Дону";"ПРОКОПЕНКО ИП \Кондаурова\";"-";0
2444;"Ростов-на-Дону";"РУКАВИЧКИН В.В. ИП\Энгельса";"-";0
2445;"Ростов-на-Дону";"ИРБИС ООО";"г Ростов-на-Дону ул Вавилова 6/1";0
2446;"Ростов-на-Дону";"ИСАЕВА С. Н. ИП";"-";0
2447;"Ростов-на-Дону";"ИСАКОВА А. М. ИП";"п.Головатовка ул. Буденного 100 Б";0
2448;"Ростов-на-Дону";"ИСАКОВА А. М. ИП";"п.Головатовка, ул. Буденного, 100 Б";0
2449;"Ростов-на-Дону";"ИСАКОВА А. М. ИП";"-";0
2450;"Ростов-на-Дону";"ИСАКОВА Н.С. ИП";"-";0
2451;"Ростов-на-Дону";"ИСАКОВА Н.С. ИП";"г.Ейск ул.Мичурина 4";0
2452;"Ростов-на-Дону";"ИСОЧЕНКО В В ИП \2\";"Механизаторов 5";0
2453;"Ростов-на-Дону";"ИСОЧЕНКО В. В. ИП \2\";"Механизаторов 5";0
2454;"Ростов-на-Дону";"ИСОЧЕНКО В В ИП";"Механизаторов 5";0
2455;"Ростов-на-Дону";"ИСОЧЕНКО В. В. ИП \2\";"-";0
2456;"Ростов-на-Дону";"ИСОЧЕНКО В.В. ИП";"-";0
2457;"Ростов-на-Дону";"ИСОЧЕНКО В.В. ИП";"Механизаторов 5";0
2458;"Ростов-на-Дону";"ИСТОК ООО \Элиста\";"-";0
2459;"Ростов-на-Дону";"ИСТОК ООО \Элиста\";"г.Элиста, ул.Ленина 9, склад ""Исток""";0
2460;"Ростов-на-Дону";"ИСЩЕНКОВ Б.П.";"-";0
2461;"Ростов-на-Дону";"ИЩЕНКО А Н ИП";"г Славянск-на-Кубани ул Отдельская 324/4";0
2462;"Ростов-на-Дону";"ИЩЕНКО А. Н. ИП";"-";0
2463;"Ростов-на-Дону";"ИЩЕНКО А. Н. ИП";"г.Славянск-на-Кубани ул.Отдельская 324/4";0
2464;"Ростов-на-Дону";"ИЩЕНКО А. Н. ИП";"г.Славянск-на-Кубани, ул.Отдельская 324/4";0
2465;"Ростов-на-Дону";"ИЩЕНКО Е.";"-";0
2466;"Ростов-на-Дону";"К и К ООО";"Адыгея п.Яблоновский ул.Чапаева 14/1";0
2467;"Ростов-на-Дону";"К и К ООО";"Адыгея п.Яблоновский ул.Чапаева 14/1";0
2468;"Ростов-на-Дону";"К и К ООО \Гагарина";"-";0
2469;"Ростов-на-Дону";"КАЗАНЦЕВ";"-";0
2470;"Ростов-на-Дону";"КАЗАНЦЕВ С. В. ИП \Кузнецовка\";"-";0
2471;"Ростов-на-Дону";"КАЗАРЯН Г. Б. ИП";"г.Батайск, ул. Кулагина, 1/2";0
2472;"Ростов-на-Дону";"КАЗАРЯН Г. Б. ИП \Батайск";"-";0
2473;"Ростов-на-Дону";"КАЗАРЯН М. А. ИП \Дзерж Южн. Хлебный\";"-";0
2474;"Ростов-на-Дону";"КАЗАРЯН М. А. ИП \Дзерж Южн. Хлебный\";"г.Новороссийск ул. Планеристов 58";0
2475;"Ростов-на-Дону";"КАЗАРЯН М. А. ИП \Дзерж Южн. Хлебный\";"г.Новороссийск, ул. Планеристов, 58";0
2476;"Ростов-на-Дону";"КАЗАРЯН М. А. ИП \Ленина\";"-";0
2477;"Ростов-на-Дону";"КАЗАЧКА ООО";"г.Ростов/Дон Б.Садовая 30";0
2478;"Ростов-на-Дону";"КАЗАЧКА ООО";"г.Ростов/Дон Б.Садовая,30";0
2479;"Ростов-на-Дону";"КАЗАЧКА ООО";"-";0
2480;"Ростов-на-Дону";"КАЗАЧКОВА М.В. ИП";"-";0
2481;"Ростов-на-Дону";"КАЗАЧКОВА М.В. ИП";"г.Армавир ул.Володарского 1 склад ""Морепродукты""";0
2482;"Ростов-на-Дону";"КАЗИЕВ Н.К. ИП";"-";0
2483;"Ростов-на-Дону";"КАЛЮТА В.П. И /бонус";"-";0
2484;"Ростов-на-Дону";"КАЛЮТА В.П. ИП";"-";0
2485;"Ростов-на-Дону";"КАМАВТОРЕСУРС ПО ООО\Ковтюха";"-";0
2486;"Ростов-на-Дону";"КАМЕНЩИКОВ Ю.Б. ИП\Шеболдаева";"-";0
2487;"Ростов-на-Дону";"КАМЕНЩИКОВ Ю.Б. ИП\маг.ВикторияКосмонавтов\";"-";0
2488;"Ростов-на-Дону";"КАМЕНЩИКОВ Ю Б ИП\маг ВикторияКосмонавтов\";"г Ростов-на-Дону ул Космонавтов 17";0
2489;"Ростов-на-Дону";"КАМЕНЩИКОВ Ю.Б. ИП\маг.ВикторияКосмонавтов\";"г.Ростов-на-Дону, ул. Космонавтов, 17";0
2490;"Ростов-на-Дону";"КАМЕНЩИКОВ Ю.Б. ИП\Орбитальная\";"-";0
2491;"Ростов-на-Дону";"КАМЕНЩИКОВ Ю.Б. ИП\Орбитальная\";"г.Ростов-на-Дону ул.Орбитальная 70 А";0
2492;"Ростов-на-Дону";"КАМЕНЩИКОВ Ю.Б. ИП\Орбитальная\";"г.Ростов-на-Дону, ул.Орбитальная, 70 А";0
2493;"Ростов-на-Дону";"КАМЕНЩИКОВ Ю.Б. ИП\Шеболдаева";"г.Ростов-на-Дону ул.Шеболдаева 4 а";0
